motivos,crec,cred,equ,inic,inv,mkt,no,renta,sueldo,temp
"COMPRAR PARA REVENDER A MIS CLIENTES ACTUALES DIRECTAMENTE, NO POR MEDIO DE LA EMPRESA INTERMEDIA",0,0,0,0,1,0,0,0,0,0
En mi negocio ya que es necesario para que crezca y tenga más estabilidad y así situarnos en el mercado local con nuestro servicio,1,0,0,0,0,0,0,0,0,0
"Inversion tecnológica, consultoria ti, infraestructura de redes, sopor tecnico",0,1,0,0,0,0,0,0,0,0
El credito lo necesito para surtir mi papeleria como hojas colores tener una variedad de articulos como regalos maquillajes tintas para la impresora,0,0,1,0,0,0,0,0,0,0
"Para comprar un colchón, ya que tuve una plaga en mi casa, y tuvimos que tirar el colchón.",0,0,0,0,0,0,1,0,0,0
Compro artículos para vender a crédito entre mis familiares,0,0,0,0,1,0,0,0,0,0
"Actualmente ni negocio es un centro de copiado y cuenta con equipos de alto volumen para blanco y negro, se pretende con esta inversión la compra de una impresora de color para atender la demanda de ese servicio",0,0,1,0,0,0,0,0,0,0
"EN UNA OBRA DE TEATRO QUE ESCRIBI, ES UN SHOW MUSICAL",0,0,0,1,0,0,0,0,0,0
me llego bastante de luz no pude surtir quiere subir mis ventas otra vez,0,0,0,0,1,0,0,0,0,0
Inventario de semillas y fertilizantes para venta,0,0,0,0,1,0,0,0,0,0
Compra de equipo para producción de video,0,0,1,0,0,0,0,0,0,0
Compra de equipo industrial para poder dar servicio a nuevos clientes,0,0,1,0,0,0,0,0,0,0
"requiero comprar una computadora y una impresora para poder ampliar mis prospectos y atenderlos mas rapido, acabo de iniciar en un nuevo empleo y esas herramientas son muy importantes",0,0,1,0,0,0,0,0,0,0
Reiniciar un negocio de joyería de plata el cual tuve hace tiempo ya que necesito comprar mercancia,0,0,0,0,1,0,0,0,0,0
Me dedico a la compra y venta de telefonos celulares visitando empeños y revendiendo,0,0,0,0,1,0,0,0,0,0
E intentado pedir un credito grande para comprar mercancia para mi negocio pero x falta d historial no eh podido conseguirlo y x falta d comprobantes de ingresos asi q m eh visto en la necesidad de pedir prestamos pequeños en linea q finalmente es muy poco lo q prestan yo necrsito uno mas grande,0,0,0,0,1,0,0,0,0,0
"mi negocio es un puesto de antojitos fuera de mi domicilio pero actualmente con las lluvias estoy batallando mucho necesito poner una estructura (toldo) pues actualmente solo tengo una lona y pues las lluvias estan afectando,aparte necesito una freidora pues tengo una pero ya no es suficiente.",0,0,0,0,0,0,0,1,0,0
"El prestamo lo solicito para comprar material laboral, soy dueño de una optica y necesito para comprar armazones, micas graduadas, equipos de limpieza, etc",0,0,0,0,1,0,0,0,0,0
Necesito flujo para poder cumplir con nuevos proyectos que estamos por cerrar,0,0,0,0,0,0,0,0,0,1
Pagar deudas de tarjetas de crédito para pagar solamente un crédito,0,1,0,0,0,0,0,0,0,0
TENGO UN PROYECTO DONDE TENGO QUE INVERTIR ALGO DE MATERIA PRIMA Y ALGUNOS TRABAJADORES YA QUE NOS DARAN A TRABAJAR 6 DELEGACIONES DEL IMSS Y NESECITAMOS ALGO DE CAPITAL PARA PODER  INVERTIR,1,0,0,0,1,0,0,0,0,0
"Me dedico a la instalación, venta y mantenimiento de camaras de seguridad, controles de acceso, telefonía etc. Deseo poder acceder a un credito para compra de equipo de trabajo",0,0,1,0,0,0,0,0,0,0
Invertir en mi negocio para compra de mercancías,0,0,0,0,1,0,0,0,0,0
COMPRA DE EQUIPO DE COMPUTO PARA MEJORAR MI SERVICIO,0,0,1,0,0,0,0,0,0,0
En hacer crecer mi negocio de agua que tengo,1,0,0,0,0,0,0,0,0,0
"Local Comercial, establecernos en un negocio fuera de casa",0,0,0,1,0,0,0,0,0,0
En compra de equipo de de computo par la administracion de nuevos edificios en toda la zono de coyoacan,0,0,1,0,0,0,0,0,0,0
compra de equipo de computo y moviliario para oficina,0,0,0,0,0,0,0,1,0,0
"Cuento con un negocio con giro de internet, fotocopiado y servicios computacionales desde hace ya 7 años. Me encuentro en expansión e invertiré el dinero en infraestructura y equipo para mi proyecto de cafetería y venta de snacks.",0,0,1,0,0,0,0,0,0,0
se tuvo que realizar unas contrataciones de personal extras para unos trabajos de mantenimiento que estamos realizando y por ello necesitamos este apoyo,0,0,0,0,0,0,0,0,1,0
"Tengo una pequeña floreria y me interesa mucho sacarla adelante, darle promocion y compras mas material para poder levantarla!",0,0,0,0,1,0,0,0,0,0
"Pretendo poner una tienda online en Mercado Libre para venta de equipo de bicicleta, quiero comprar mercancía y empezar",0,0,1,0,0,0,0,0,0,0
Invertir en herramientas y/o maquinaria e insumos del taller,0,0,1,0,0,0,0,0,0,0
En equipo de computo para la expancion que necesitamos ya que nos tardaríamos un año si no tenemos el financiamiento,0,0,1,0,0,0,0,0,0,0
ampliar mis unidades para mayor capasidad de carga.,0,0,1,0,0,0,0,0,0,0
QUISIERA PODER HACER CRECER MI NEGOCIO PARA DARNOS MAS A CONOCER Y PARA NUESTROS PROVEEDORES,1,0,0,0,1,0,0,0,0,0
compra de mercancia para crecer mi negocio,0,0,0,0,1,0,0,0,0,0
"porque quiero invertir mas dinero para la venta de uniformes, cada años lo hacemos.",0,0,0,0,1,0,0,0,0,0
COMPRA DE HERRAMIENTA Y MATERIAL PARA DAR MAS TRABAJO A MAS PERSONAS,0,0,0,0,1,0,0,0,0,0
Nos dedicamos a fabricacion de sellos es para capital de trabajo,0,0,1,0,0,0,0,0,0,0
Estamos iniciando un negocio de comida corrida y requerimos comprar mobiliario,0,0,0,0,0,0,0,1,0,0
"darle liquidez a mi negocio, renovar maquinaria y equipo para que el trabajo salga de manera mas rapida, y conseguir mejores precios con proveedores comprando en cantidades mas grandes",0,0,1,0,0,0,0,0,0,0
Pago escolar a la Universidad Panamericana,0,0,0,0,0,0,1,0,0,0
negocio  de comida/ snacks & Coffee Ofreciendo la oportunidad de probar  platillos extranjeros.,0,0,0,1,0,0,0,0,0,0
"Equipo de seguridad (chalecos, cascos, oberoles y botas) y herramientas.",0,0,1,0,0,0,0,0,0,0
"Gastos administrativos, compra de mobiliario y equipo de computo.",0,0,0,0,0,0,0,1,0,0
Para completar la adquisición de un vehículo y pueda ahorrar tiempo y costos.,0,0,1,0,0,0,0,0,0,0
"compra de material llamado no tejido, sería un complemento ya que yo ya tengo un pedido abierto y sería para agrandar mi pedido",0,0,0,0,1,0,0,0,0,0
Infraestructura y aumentar el inventario,0,0,0,0,1,0,0,0,0,0
El crédito se ocupara para comprar mercancía y nuevos productos de interés para nuestros clientes. Ya que siempre tratamos de tener un buen stock y productos de novedad.,0,0,0,0,1,0,0,0,0,0
Necesito pagar unos estudios que me van a realizar para poder embarazarme y cuestan caros ya que es de forma particular,0,0,0,0,0,0,1,0,0,0
"TENGO UN NEGOCIO PEQUEÑO Y TAMBIEN HAGO VENTAS DE ROPA Y CALZADO, BASICAMENTE LO QUIERO PARA INVERTIR YA Q POR TEMPORADA ESTOY TENIENDO MAS VENTA DE LO NORMAL",0,0,0,0,1,0,0,0,0,0
"Compra de materia prima, crecimiento del negocio",0,0,0,0,1,0,0,0,0,0
Invertir en inventario por que le vendo a gobierno,0,0,0,0,1,0,0,0,0,0
"comprar mercancia para venta al publico y dar sevicio a la construccion,industria,maquilador.",0,0,0,0,1,0,0,0,0,0
lo quiero para comprar utensilios de trabajo y pintura,0,0,0,0,1,0,0,0,0,0
Unificar deuda e invertir en mi negocio tengo una papelería y también soy maestro en la Sep puebla,0,1,0,0,0,0,0,0,0,0
Me gustaria invertir en material para redes de computadoras y redes wlan y refacciones para equipos de compu y sistemas de impresión,0,0,1,0,0,0,0,0,0,0
Requerimos  el dinero para equipó  de la oficina pues tenernos 3 proyectos y requiero mas gente para trabajar,0,0,0,0,0,0,0,1,0,0
Para invertir en compra de mercancía y tener opción de crear movimientos financieros,0,0,0,0,1,0,0,0,0,0
"compra  materia prima  , Renta local , compra todos los insumos  , pago a personal",0,0,0,0,1,0,0,0,0,0
"El negocio aparte de papeleria es un internet, me hacen falta computadoras por que las que tengo ya no me son suficientes, a si que lo quiero para computadoras",0,0,1,0,0,0,0,0,0,0
Pagar insumos de la oficina toners y refacciones de las copiadoras,0,0,0,0,1,0,0,0,0,0
"Tengo un local de venta de celulares, tabletas y accesorios. Me ofrecen en Telcel una promoción de compra de equipos de precio de liquidación a un 50% de su costo real y quiero invertir por que es un buen margen de utilidad.",0,0,0,0,1,0,0,0,0,0
Inversión en mercadotecnia y publicidad para el negocio paraincrementar ventas en temporada decembrina,0,0,0,0,0,1,0,0,0,0
Invertiré en compra de un Hidraulico y unas mejoras en mi taller,0,0,1,0,0,0,0,0,0,0
para comprar herramienta me dedico a la construccion,0,0,1,0,0,0,0,0,0,0
CAPITAL DE TRABAJO PARA MATERIALES Y HERRAMIENTAS DE TRABAJO PARA ESTUDIOS DE SUELO Y SUBSUELO Y CONSTRUCCION,0,0,1,0,0,0,0,0,0,0
Quiero tener en un solo lugar mi deuda,0,1,0,0,0,0,0,0,0,0
Necesito el préstamo para la resurtir mi negocio y pagar a proveedores,0,0,0,0,1,0,0,0,0,0
"Para la compra de productos, tener el inventario mas amplio y asi cubrir las necesidades de mis clientes",0,0,0,0,1,0,0,0,0,0
necesito realizar reparaciones mecánicas a mi auto,0,0,0,0,0,0,1,0,0,0
En la compra de una maquinaria para elaborar tortillas de harina,0,0,1,0,0,0,0,0,0,0
Invertir en compra de material médico y equipo de laboratorio,0,0,1,0,0,0,0,0,0,0
"Lo invertire para la compra de plástico para la reparación de invernaderos, y",0,0,0,0,1,0,0,0,0,0
"VENDO COLCHAS, CONCORD, VIANEY, INTIMA, ROPA INTERIOR, BOLSAS POR CATALOGO Y PERFUMES MADAM CHANTAL (ADEMAS TENEMOS UN NEGOCIO DE PANADERIA) PERO EL CREDITO LO NECESITO PARA INVERTIR EN ESTA TEMPORADA ALTA YA QUE YO LO TENGO QUE OAGAR DE CBTADO Y A MIS CLIENTES SE LOS DEJO EN ABONOS.",0,0,1,0,0,0,0,0,0,0
"Debido al crecimiento que estoy teniendo con mi Empresa, me interesa invertir en Inventario para tener mas producto para mis clientes.",0,0,0,0,1,0,0,0,0,0
COMPRA DE MERCANCIA Y REQUIERO 150 000 A 9 MESES,0,0,0,0,1,0,0,0,0,0
El dinero que necesito es para invertir en equipo de oficina y artículos promocionales que manejó pues abriré al público mi negocio.,0,0,1,0,0,0,0,0,0,0
Fallas mecanicas de mi carro y no cuento con el dinero para la situacion emergente.,0,0,0,0,0,0,1,0,0,0
"COMPRA DE HERRAMIENTA PARA CONSTRUCCION, (ACCESORIOS PARA EQUIPO DE PERFORACION HORIZONTAL DIRIIGIDA)",0,0,1,0,0,0,0,0,0,0
comprar articulos escolares q pueda venderles amis clientes de papelerias y tiendas de regalo,0,0,0,0,1,0,0,0,0,0
Soy Consultor y necesito el préstamo para capitalisarme en lo que mis clientes me pagan,0,0,0,0,0,0,0,0,0,1
DAR EL ENGANCHE PARA ADQUIRIR UNA CASA Y TENER OTRO PATRIMONIO,0,0,0,0,0,0,1,0,0,0
Es para poder crecer en el negocio y no sólo hacer credenciales para escuela si no para otras empresas y ofrecer más productos,1,0,0,0,0,0,0,0,0,0
Me han detectado una hernia umblical y necesito medicamento que no tenia contemplado,0,0,0,0,0,0,1,0,0,0
Para capital de trabajo para proyecto de remodelacion en hospital de SEDENA y otros proyectos que se tienen en puerta,0,0,0,0,0,0,0,0,0,1
"En una aplicación para Android e iOS, como una seccion amarilla interactiva, y poder contratar desde la aplicación",0,0,0,1,0,0,0,0,0,0
seria para ampliar y con ello tener mas personal que lo requiere la operacion,0,0,0,0,0,0,0,0,1,0
en hacer crecer mi negocio ya que estoy abriendo otro local y necesito para el ivnentario,1,0,0,0,0,0,0,0,0,0
Remodelar la bodega actual para que sea oficina,0,0,0,0,0,0,0,1,0,0
ES PARA AMPLIACIÓN  COMPRA DE COMPUTADORAS MOBILIARIO.,0,0,0,0,0,0,0,1,0,0
"mercancia,equipo de computo y de impresion ,compra de mobiliario",0,0,0,0,0,0,0,1,0,0
"Compra de materiales y equipos electrónicos para desarrollo de modelo demostrativo ""digital signage"" y presentación a cliente.",0,0,0,0,1,0,0,0,0,0
Vendo joyeria y necesito una inversion para comprar lo necesario pars esta fechas que tengo mucha venta pero necesito surtirme de joyeria,0,0,0,0,1,0,0,0,0,0
Incrementar inventario para cumplir los pedidos de los clientes,0,0,0,0,1,0,0,0,0,0
Es para la publicidad de la apertura y que la gente pueda conocernos e identificsrnos para aprovevhar las ofertas,0,0,0,0,0,1,0,0,0,0
Quiero pagar publicidad en radio para el negocio,0,0,0,0,0,1,0,0,0,0
"CAPITAL DE TRABAJO, PARA INYECTARLE FLUJO A LA EMPRESA Y PODER ACAPARAR MAYOR MERCADO",0,0,0,0,1,0,0,0,0,0
El dinero sería destinado para inversión en mercancía para mi negocio.,0,0,0,0,1,0,0,0,0,0
ampliar  la tienda de abarrotes y pagar dodas y combrar cosas,0,1,0,0,0,0,0,0,0,0
reiniciar negocio propio en el mismo domicilio,0,0,0,1,0,0,0,0,0,0
reparo computadoras y el prestamo es para comprar nuevos software,0,0,1,0,0,0,0,0,0,0
Reacondicionamiento de mi oficina y material,0,0,0,0,1,0,0,0,0,0
Soy contadora pública y ahorita necesito equipo de cómputo y software para poder llevar contabilidades electrónicas ya que algunos de mis clientes cambiaron de régimen y sin este equipo no estoy en posibilidad de prestarles el servicio,0,0,1,0,0,0,0,0,0,0
Financiar los nuevos proyectos hoteleros que tenemos en puerta,1,0,0,0,0,0,0,0,0,0
"En compra de armazones para inventario, queremos aprovechar algunas promociones de proveedores por la estacionalidad",0,0,0,0,1,0,0,0,0,0
"Monstar oficinas, comprar equipo y camionetas para servicio",0,0,1,0,0,0,0,0,0,0
Estamos construyendo quirofanos y necesitamos invertir en la instalacion del oxigeno medicinal.,0,0,0,0,0,0,0,1,0,0
Adquirir herramientas de trabajo para impulsar un negocio,0,0,1,0,0,0,0,0,0,0
capital de trabajo y compra de unidades,0,0,1,0,0,0,0,0,0,0
comprar una impresora 3D y material de mi proyecto,0,0,1,0,0,0,0,0,0,0
Rento un local en donde tengo un bazar.  Lo quiero adaptar como Cafeteria y venta de Regalos y Accesorios,0,0,0,1,0,0,0,0,0,0
tengo un negocio de  estetica  de belleza y lo ocupo en remodelacion y mejoras al mobilario  como medios de pueblicidad e imagen,0,0,0,0,0,0,0,1,0,0
Para poder  iniciar con  mi proyecto de negocio,0,0,0,1,0,0,0,0,0,0
Pongo uñas y m interesa poner un local para tner mas ingresos y tener mas clientes y asi darle ami familia una mejor calidad d vida,0,0,0,1,0,0,0,0,0,0
"Tengo varios clientes, pero les he quedado mal en los tiempos de entrega de los productos que me solicitan porque no alcanzo a cubrir los costos de los productos. Me estoy capitalizando para poder cumplir con sus pedidos, no perderlos y tener más clientes nuevos",0,0,0,0,1,0,0,0,0,0
"Inversión para obra publica, para poder terminarla y poder cobrar",0,0,0,0,0,0,0,0,0,1
Adquirir una máquina que nos permita emplallar el producto,0,0,1,0,0,0,0,0,0,0
tengo pagos hasta el dia 15 de septiembre y necesito solventar pagos de nominas de mis trabajdores,0,0,0,0,0,0,0,0,1,0
pago de preveedores ya que e tomada mi propia preceeduria de mi negocio,0,0,0,0,1,0,0,0,0,0
"Para crecer mi negocio, comprar mas calzado, cobijar y catalogos que piden los clientes",0,0,0,0,1,0,0,0,0,0
Requiero el dinero para poder invertir en material ya que le vendemos al instituto politecnico nacional y requiero el recurso ya que nos puden y no tenemos la suficiente liquidez,0,0,0,0,1,0,0,0,0,0
para realizar trabajos a clientes potenciales ya que tambien financio todos mis servicios y requiero para gastos de materiales y mano de obra,0,0,0,0,1,0,0,0,0,0
"Pagar a proveedores, para poder continuar con la línea de crédito que me otorgan",0,0,0,0,1,0,0,0,0,0
Artículos para acondicionamiento  de tienda,0,0,0,0,1,0,0,0,0,0
Inventarios y mejoramiento de instalaciones,0,0,0,0,1,0,0,0,0,0
"Capital de trabajo, gastos de operación y nómina",0,0,0,0,1,0,0,0,1,0
Construccion de un muro de division en una casa para renta en una casa en el estado de mexico para renta,0,0,0,0,0,0,1,0,0,0
Tengo la concesion de una cafeteria de un cbtis y ocupo para surtir producto para el nuevo ciclo escolar,0,0,0,0,1,0,0,0,0,0
ocupo dinero por causas medicas ya que necesito una intervencion quirurgica dental y no cuento con el dinero es por eso que acudo a ustedes.,0,0,0,0,0,0,1,0,0,0
compra de un carro y herramientas para la construccion ya que deseo abrir taller de soldadura,0,0,1,0,0,0,0,0,0,0
"Es una buena epoca del año para las ventas y requiero comprar mas mercancia, mis clientes pagan a un mes sus facturas asi que no tengo para invertir en estos momentos",0,0,0,0,1,0,0,0,0,0
Tengo una tienda de abarrotes la tengo dada de alta en acienda pero ando en la calle y no tengo los datos que me piden ahora,0,0,0,0,1,0,0,0,0,0
"Programas contables, computadoras, capacitación y contratación de personal",0,0,0,0,0,0,0,1,1,0
Cambiar piso y baño de mi casa ya que estan en malas condiciones y requieren de mejora,0,0,0,0,0,0,1,0,0,0
"Renovar los programas de diseño, y el equipo de computo para que poder tener mas rentabilidad de los servicios de Asesoramiento.",0,0,1,0,0,0,0,0,0,0
poner al corriente unos pagos que tengo atrasados,0,1,0,0,0,0,0,0,0,0
Compra de medicina,0,0,0,0,0,0,1,0,0,0
Ampliacion del local y compra de mercancia,0,0,0,0,1,0,0,0,0,0
AMPLIAR MI INVENTARIO PARA DAR EN MEJOR SERVICIO,0,0,0,0,1,0,0,0,0,0
"en material muelles y refacciones, supenciones y programas de computo",0,0,0,0,1,0,0,0,0,0
EN NUEVOS PROYECTOS DE INVERSION DESTINADOS PARA LAS CIUDADES DE CANCUN Y CUERNAVACA CON LOS CUALES SE ADQUIRIRÁN LAS HERRAMIENTAS NECESARIAS E INDISPENSABLES PARA LLEVAR A CABO LAS LABORES QUE SE DESEMPEÑAN EN LA EMPRESA .,0,0,1,0,0,0,0,0,0,0
"Tengo una empresa de publicidad y el préstamo sería para pagar la renta de vallas publicitarias en Izcalli y alrededores. Tengo cliente como Yamaha Izcalli, Somfy, Curves, Plaza Mega Izcalli,  entre otras.",0,0,0,0,0,1,0,0,0,0
"Capital de trabajo, gastos de operación y compra de materiales",0,0,1,0,0,0,0,0,0,0
eQUIPO DE TRABAJO NECESARIO QUE VENDE DE PROMOCION UNICA,0,0,1,0,0,0,0,0,0,0
"necesito sacarme unos estudios, para un problema que tengo y asi seguir tratamiento",0,0,0,0,0,0,1,0,0,0
quiero cambiar el techo de mi casa por que ya se acercan las lluvias,0,0,0,0,0,0,1,0,0,0
En comprar otro vehicular para trabajo y ofrecer un empleo más a quien lo necesite,0,0,0,0,0,0,0,1,0,0
El préstamo básicamente es para que pueda comenzar un negocio de venta de ropa con la empresa Fashion Zone distribuyendo sus artículos.,0,0,0,1,0,0,0,0,0,0
"Estoy por iniciar una obra , en mi negocio fabricamos e instalamos cancelería de aluminio en gral.,cristales templados y Tablaroca , ese dinero pretendo invertirlo en el negocio para comprar herramienta para la obra que les mencioné,esto me facilitaría a mi y a mi gente nuestra labor.",0,0,1,0,0,0,0,0,0,0
"En poner un taller de crochet, necesito comprar material y contratar tejedoras para tener capacidad de venderle bolsas de playa a tiendas departamentales y boutiques",0,0,0,0,1,0,0,0,0,0
"Requiero de su ayuda para pagar parte de impuestos y pagar gasolina , la cual es indispensable para continuar trabajandi",0,1,0,0,0,0,0,0,0,0
"Maquinaria  pesada,  retroexcavadoras, camión de volteo y una excavadora para eficientar  los trabajos para asi poder adquirir obras mas grandes y con mayor beneficios.",0,0,1,0,0,0,0,0,0,0
"En toldos y persianas Europeos,ademas diseñamos velarias en Tensoestructuras . Todo lo anterior en el proceso completo de gestión. La visita, el diseño, la venta, la fabricación a medida y la colocación , el préstamo es para  abrir un punto de venta directo en el centro",1,0,0,0,0,0,0,0,0,0
inverti de mis ahorros para inicar mi consultorio dental pero me falto capital,0,0,0,1,0,0,0,0,0,0
Ampliar surtido de mercancía e incrementar nuestras ventas,0,0,0,0,1,0,0,0,0,0
compra de aparato  multifuncional y material de papeleria,0,0,0,0,1,0,0,0,0,0
para compra de mercancia de papeleria y computo.,0,0,0,0,1,0,0,0,0,0
Surto producto de comida a tiendas de conveniencia y me aumentaron el numero de tiendas y no tengo el suficiente flujo de efectivo para comprar la mercancia extra para surtir las nuevas tiendas,0,0,0,0,1,0,0,0,0,0
Capital de trabajo para amoliar mi negocio,1,0,0,0,0,0,0,0,0,0
REINVERSION EN MERCANCIA PARA MI NEGOCIO.,0,0,0,0,1,0,0,0,0,0
Inversión en mobiliario y mercancía para el establecimiento,0,0,0,0,1,0,0,0,0,0
"DESEO COMPRAR UNA MAQUINA DE GRABADO LASER, PARA AMPLIAR LOS SERVICIOS DE MI NEGOCIO Y ASI GENERAR MAYOR INGRESO",0,0,1,0,0,0,0,0,0,0
Mi negocio es de impresión y requiero el prestamo para adquirir material para el mismo,0,0,0,0,1,0,0,0,0,0
necesito el credito para ampliar un poco mas el mercado de mi negocio,1,0,0,0,0,0,0,0,0,0
Comprar mas mercancia para tener mas variedad de producto que vender.,0,0,0,0,1,0,0,0,0,0
Liquidar tarjetas quedarme con un solo pago y si sobra entender el negocio manejo actualmente abarrotes dulceria papeleria merecería tengo 10 años con el negocio,0,1,0,0,0,0,0,0,0,0
soy agente de seguros y necesita propaganda mi oficina pagaer la renta y refrendar mi cedula además los fines de semana vendo pancita y necesito la inversion,0,0,0,0,0,0,1,0,0,0
Franquicia de pinturas comercial industrial y doméstica,0,0,0,1,0,0,0,0,0,0
La inversión que requiero es para formalizar mi negocio y poner un local con mercancía nacional en la CDMX,0,0,0,1,0,0,0,0,0,0
Adquisición de hardware y software para continuar el desarrollo de una aplicación en proceso para clientes potenciales que requieren tecnología más actual.,0,0,1,0,0,0,0,0,0,0
EN INVENTARIO PARA VENDER POR  PLATAFORMA ELECTRONICA,0,0,0,0,1,0,0,0,0,0
pago de otro prestamo de compra de refacciones empledas,0,0,0,0,1,0,0,0,0,0
En un negocio familiar para hacerlo crecer y darle trabajo a otras personas el giro es de taller de reparación de automóviles,0,0,0,1,0,0,0,0,0,0
"Incrementar el inventario , así poder desplazar más material a un mejor precio",0,0,0,0,1,0,0,0,0,0
Maquinaria para producir nuevos productos,0,0,1,0,0,0,0,0,0,0
En compra de mercancías para mi negocio y equipo de oficina,0,0,1,0,0,0,0,0,0,0
me dedico ala venta de productos de jarceria unos los fabrico y los otros compro y vendo nececito para mayor surtido.,0,0,0,0,1,0,0,0,0,0
"Marketing y publicidad, contratación de personal y mejora de las instalaciones",0,0,0,0,0,1,0,0,0,0
Contratar personal administrativo para laborar en oficina.,0,0,0,0,0,0,0,0,1,0
Necesito realizarme unos análisis clínicos y otros estudios para mi hijo,0,0,0,0,0,0,1,0,0,0
"PUBLICIDAD, MATERIA PRIMA. EMPAQUE Y DISTRIBUCION",0,0,0,0,0,1,0,0,0,0
PARA UNA EVENTULALIDAD NO CONTEMPLADA,0,0,0,0,0,0,1,0,0,0
Necesito comprar material didáctico y otros productos para aumentar ventas,0,0,0,0,1,0,0,0,0,0
"Lo utilizaria para poder invertir en servicios para mis carros, llantas y reparaciones mayores",1,0,0,0,0,0,0,0,0,0
"Compra de Insumos (material, uniformes, maquinaria)para mejorar el servicio brindado a nuestros clientes",0,0,0,0,1,0,0,0,0,0
para comprar un equipo de computo para servidor y un paquete de contabilidad para mi despacho,0,0,1,0,0,0,0,0,0,0
me gustaría independizarme de mi actual elaborando mi propio producto sin descuidar mi actual trabajo que elaborando y vendiendo productos lacteos,0,0,0,0,0,0,1,0,0,0
Pienso invertir mi dinero en mejorar un centro de capacitación que tengo actualmente,0,0,0,0,0,0,0,1,0,0
compra de inventario asi como mejoras estructurales en el negocio,0,0,0,0,1,0,0,0,0,0
para comprar equipo necesario para un apoyo en el exámen de agudeza visual y material e infraestructura como vitrinas y material de cómputo.,0,0,1,0,0,0,0,0,0,0
"Equipo de impresion para aumentar mi produccion de trabajao, adquirir material por mayoreo",0,0,1,0,0,0,0,0,0,0
El préstamo lo requiero para comprar equipo de lavnderi,0,0,1,0,0,0,0,0,0,0
compra de producto para mi mejor epoca de ventas que es fin de año y algunas mejoras de mi negocio,0,0,0,0,0,0,0,1,0,0
COMPRA DE MATERIA PRIMA PARA PROCESAR EL PLASTICO Y VENDER EL MATERIAL.,0,0,0,0,1,0,0,0,0,0
"Tengo una tienda en linea de venta de Playeras y Accesorios; Ahora en este mes ya pude acondicionar mi local y para  poder dar mas vista y tener mas ventas, hice pedidos de mercancía para diciembre que es cuando tengo planeadas ventas altas, y necesito el préstamo para ir por esta mercancía",0,0,0,0,1,0,0,0,0,0
"EN PAGAR LOS TRAMITES POR LA CONSTITUCION DE MI EMPRESA, EL REGISTRO DE MARCA, EL DISEÑO DE LA PÁGINA WEB Y EL DESARROLLO DE UNA APP QUE REQUIERO PARA EL SERVICIO DE MI CONSULTORIA",0,0,0,0,0,0,1,0,0,0
para capitalizar la empresa y darle mayor flujo,1,0,0,0,0,0,0,0,0,0
EN UN NUEVO PROYECTO  MAQUINARIA PARA EL CRECIMIENTO DE MI EMPRESA,0,0,1,0,0,0,0,0,0,0
para surtir mas mercancia y seguir vendiendo,0,0,0,0,1,0,0,0,0,0
El bautizmo de mi bb es para el proximo sábado 21 y tube unos gastos imprevistos y tomamos el dinero destinado para eso entre otros gastos,0,0,0,0,0,0,1,0,0,0
quiero comprar mas mercancia para que este mas surtido mi negocio y asi captar mas clientes al mismo tiempo que incremento mis ventas y mi ganancia,0,0,0,0,1,0,0,0,0,0
"Compra de maquinaria: bordadora de 6 cabezas, equipo de corte, hojalera, botonera",0,0,1,0,0,0,0,0,0,0
Maquinaria para aumentar la produccion y la calidad de la misma. Tambien mejorar mi distribucion,0,0,1,0,0,0,0,0,0,0
"herramientas, refacciones, maquinas y rediseño del negocio",0,0,1,0,0,0,0,0,0,0
inversion para la compra de maquina industrial para pulir pisos,0,0,1,0,0,0,0,0,0,0
compra y reparación de mobiliario y equipo,0,0,0,0,0,0,0,1,0,0
Inversión a capital de trabajo e implementación de productos nuevos de la rama ferretera.,1,0,0,0,0,0,0,0,1,0
comprar maquina de igual y compra de material,0,0,0,0,1,0,0,0,0,0
tengo que pagar un tratamiento medico para mi mama,0,0,0,0,0,0,1,0,0,0
adquisición de equipo de reparto y compra de mercancia,0,0,1,0,0,0,0,0,0,0
TENGO UNA PAPELERIA Y QUIERO COMPRAR ARTICULOS PARA LA TEMPORADA ESCOLAR,0,0,0,0,1,0,0,0,0,0
en mi negocio para comprar todo lo que ocupo para poder atender a mis clientes y poder brindar un servicio completo,0,0,0,0,1,0,0,0,0,0
"ACUERDO ESPECIAL DE VIAJAMEXTasa mensual del 5% -2.5M%QUINCENALCRÉDITO POR 25,000 CRÉDITO A 15 DÍAS",0,1,0,0,0,0,0,0,0,0
Inversión de materia prima para venta de cable utp de red para camaras de seguridad para clientes que me están solicitando,0,0,0,0,1,0,0,0,0,0
materiales e insumos para trabajar en mi negocio,0,0,0,0,1,0,0,0,0,0
ME GUSTARÍA INVERTIRLO PARA SURTIR MÁS MERCANCÍA,0,0,0,0,1,0,0,0,0,0
Quisiera comprar mas productos para atraer mas clientes y ampliar la variedad,0,0,0,0,1,0,0,0,0,0
Necesito el dinero para cubrir los gastos escolares,0,0,0,0,0,0,1,0,0,0
"Capital de trabajo, necesito financiar la operación mientras terminamos de firmar un contrato.",0,0,0,0,0,0,0,0,0,1
Compra de materiales plásticos para comercializar,0,0,0,0,1,0,0,0,0,0
en mi negocio. comprar insumos para mi empresa y surtir unas ordenes de compra que tengo,0,0,0,0,1,0,0,0,0,0
"nesecito comprar papaleria materiales de consu,o de limpieza",0,0,0,0,1,0,0,0,0,0
